species_name,t_number,code,genome_link
Methanococcus_vannielii,T00554,mvn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/165/GCA_000017165.1_ASM1716v1
Methanococcus_voltae,T01251,mvo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/175/GCA_000006175.2_ASM617v2
Methanothermococcus_okinawensis,T01534,mok,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/179/575/GCA_000179575.2_ASM17957v2
Methanofervidicoccus_sp._A16,T06169,metf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/351/865/GCA_003351865.1_ASM335186v1
Methanothermobacter_thermautotrophicus,T00009,mth,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/645/GCA_000008645.1_ASM864v1
Methanothermobacter_marburgensis,T01297,mmg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/145/295/GCA_000145295.1_ASM14529v1
Methanothermobacter_wolfeii,T04587,mwo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/815/GCA_900095815.1_SIV6
Methanothermobacter_tenebrarum,T08102,mtee,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/167/465/GCA_023167465.1_ASM2316746v1
Methanothermobacter_sp._CaT2,T04009,metc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/828/575/GCA_000828575.1_ASM82857v1
Methanothermobacter_sp._EMTCatA1,T05328,mete,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/356/395/GCA_002356395.1_ASM235639v1
Methanothermobacter_sp._MT-2,T05694,metz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/584/625/GCA_003584625.1_ASM358462v1
Methanothermobacter_sp._KEPCO-1,T06317,metk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/033/705/GCA_008033705.1_ASM803370v1
Methanothermobacter_sp._THM-1,T06420,mthm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/914/355/GCA_009914355.1_ASM991435v1
Methanothermobacter_sp._THM-2,T07724,metj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/917/665/GCA_009917665.1_ASM991766v1
Methanosphaera_stadtmanae,T00313,mst,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/012/545/GCA_000012545.1_ASM1254v1
Methanosphaera_sp._BMS,T05504,metb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/268/005/GCA_003268005.1_ASM326800v1
Methanobrevibacter_ruminantium,T01166,mru,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/024/185/GCA_000024185.1_ASM2418v1
Methanobrevibacter_smithii,T00539,msi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/016/525/GCA_000016525.1_ASM1652v1
Methanobrevibacter_sp._AbM4,T02687,meb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/404/165/GCA_000404165.1_ASM40416v1
Methanobrevibacter_millerae,T04203,mmil,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/477/655/GCA_001477655.1_ASM147765v1
Methanobrevibacter_sp._YE315,T04279,meye,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/548/675/GCA_001548675.1_ASM154867v1
Methanobrevibacter_olleyae,T04385,mol,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/245/GCA_001563245.1_ASM156324v1
Methanobrevibacter_arboriphilus,T07510,maro,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/669/925/GCA_019669925.1_ASM1966992v1
Methanobrevibacter_sp._TLL-48-HuF1,T08254,metv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/617/305/GCA_023617305.1_ASM2361730v1
Methanobacterium_lacus,T01437,mel,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/191/585/GCA_000191585.1_ASM19158v1
Methanobacterium_paludis,T01509,mew,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/214/725/GCA_000214725.1_ASM21472v1
Methanobacterium_sp._MB1,T02957,meth,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/499/765/GCA_000499765.1_Methanobacterium
Methanobacterium_formicicum_BRM9,T03396,mfc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/762/265/GCA_000762265.1_ASM76226v1
Methanobacterium_formicicum_DSM1535,T03743,mfi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/953/115/GCA_000953115.1_DSM1535
Methanobacterium_congolense,T04503,mcub,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/095/295/GCA_900095295.1_MCBB
Methanobacterium_subterraneum,T05275,msub,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/695/GCA_002813695.1_ASM281369v1
Methanobacterium_sp._MZ-A1,T05317,metn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/813/675/GCA_002813675.1_ASM281367v1
Methanobacterium_sp._BRmetb2,T05692,mett,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/491/285/GCA_003491285.1_ASM349128v1
Methanobacterium_sp._BAmetb5,T05745,meto,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/491/305/GCA_003491305.1_ASM349130v1
Methanobacterium_alkalithermotolerans,T07794,meme,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/141/185/GCA_018141185.1_ASM1814118v1
Methanobacterium_ferruginis,T09214,mfeg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/296/715/GCA_030296715.1_ASM3029671v1
Methanothermus_fervidus,T01351,mfv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/166/095/GCA_000166095.1_ASM16609v1
Methanopyrus_kandleri,T00078,mka,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/185/GCA_000007185.1_ASM718v1
Archaeoglobus_fulgidus_DSM_4304,T00011,afu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/008/665/GCA_000008665.1_ASM866v1
Archaeoglobus_fulgidus_DSM_8774,T03231,afg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/734/035/GCA_000734035.1_ASM73403v1
Archaeoglobus_profundus,T01152,apo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/285/GCA_000025285.1_ASM2528v1
Archaeoglobus_veneficus,T01451,ave,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/194/625/GCA_000194625.1_ASM19462v1
Archaeoglobus_sulfaticallidus,T02642,ast,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/385/565/GCA_000385565.1_ASM38556v1
Ferroglobus_placidus,T01172,fpl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/505/GCA_000025505.1_ASM2550v1
Geoglobus_acetivorans,T03507,gac,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/789/255/GCA_000789255.1_ASM78925v1
Geoglobus_ahangari,T03939,gah,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/006/045/GCA_001006045.1_ASM100604v1
Pyrococcus_furiosus_DSM_3638,T00075,pfu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/305/GCA_000007305.1_ASM730v1
Pyrococcus_furiosus_COM1,T02183,pfi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/275/605/GCA_000275605.1_ASM27560v1
Pyrococcus_horikoshii,T00014,pho,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/105/GCA_000011105.1_ASM1110v1
Pyrococcus_abyssi,T00024,pab,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/935/GCA_000195935.2_ASM19593v2
Pyrococcus_sp._NA2,T01487,pyn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/211/475/GCA_000211475.1_ASM21147v1
Pyrococcus_yayanosii,T01543,pya,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/215/995/GCA_000215995.1_ASM21599v1
Pyrococcus_sp._ST04,T02124,pys,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/263/735/GCA_000263735.1_ASM26373v1
Pyrococcus_kukulkanii,T04365,pyc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/577/775/GCA_001577775.1_ASM157777v1
Thermococcus_kodakarensis,T00226,tko,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/009/965/GCA_000009965.1_ASM996v1
Thermococcus_onnurineus,T00789,ton,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/018/365/GCA_000018365.1_ASM1836v1
Thermococcus_gammatolerans,T00920,tga,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/365/GCA_000022365.1_ASM2236v1
Thermococcus_sibiricus,T00928,tsi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/022/545/GCA_000022545.1_ASM2254v1
Thermococcus_barophilus,T01377,tba,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/105/GCA_000151105.2_ASM15110v2
Thermococcus_sp._4557,T01588,the,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/221/185/GCA_000221185.1_ASM22118v1
Thermococcus_sp._AM4,T01638,tha,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/151/205/GCA_000151205.2_ASM15120v2
Thermococcus_cleftensis,T02169,thm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/265/525/GCA_000265525.1_ASM26552v1
Thermococcus_litoralis,T02800,tlt,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/246/985/GCA_000246985.3_ASM24698v3
Thermococcus_paralvinellae,T03005,ths,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/517/445/GCA_000517445.1_ASM51744v1
Thermococcus_nautili,T03065,tnu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/585/495/GCA_000585495.1_ASM58549v1
Thermococcus_eurythermalis,T03421,teu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/769/655/GCA_000769655.1_ASM76965v1
Thermococcus_guaymasensis,T04184,tgy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/816/105/GCA_000816105.1_ASM81610v1
Thermococcus_sp._2319x1,T04245,thv,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/484/685/GCA_001484685.1_ASM148468v1
Thermococcus_chitonophagus,T04536,tch,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/012/635/GCA_900012635.1_Pyrococcus_chitonophagus_genome_sequence
Thermococcus_peptonophilus,T04728,tpep,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/592/435/GCA_001592435.1_ASM159243v1
Thermococcus_piezophilus,T04941,tpie,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/647/085/GCA_001647085.1_ASM164708v1
Thermococcus_gorgonarius,T05047,tgg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/385/GCA_002214385.1_ASM221438v1
Thermococcus_celer,T05076,tce,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/365/GCA_002214365.1_ASM221436v1
Thermococcus_barossii,T05081,tbs,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/465/GCA_002214465.1_ASM221446v1
Thermococcus_sp._5-4,T05088,thh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/197/185/GCA_002197185.1_ASM219718v1
Thermococcus_siculi,T05103,tsl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/505/GCA_002214505.1_ASM221450v1
Thermococcus_thioreducens,T05104,ttd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/545/GCA_002214545.1_ASM221454v1
Thermococcus_profundus,T05153,tprf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/585/GCA_002214585.1_ASM221458v1
Thermococcus_radiotolerans,T05177,trl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/565/GCA_002214565.1_ASM221456v1
Thermococcus_pacificus,T05192,tpaf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/485/GCA_002214485.1_ASM221448v1
Thermococcus_sp._P6,T05739,thy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/214/525/GCA_002214525.1_ASM221452v1
Thermococcus_indicus,T07099,tic,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/274/605/GCA_006274605.1_ASM627460v1
Thermococcus_camini,T07551,tcq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/904/067/545/GCA_904067545.1_T_caminus_IRI35c
Thermococcus_aciditolerans,T07677,them,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/008/152/015/GCA_008152015.1_ASM815201v1
Thermococcus_argininiproducens,T08316,thei,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/746/595/GCA_023746595.1_ASM2374659v1
Palaeococcus_pacificus,T03210,ppac,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/725/425/GCA_000725425.1_ASM72542v1
Methanosarcina_barkeri_Fusaro,T00271,mba,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/195/895/GCA_000195895.1_ASM19589v1
Methanosarcina_barkeri_MS,T03838,mby,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/025/GCA_000970025.1_ASM97002v1
Methanosarcina_barkeri_Wiesmoor,T03839,mbw,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/985/GCA_000969985.1_ASM96998v1
Methanosarcina_barkeri_227,T03914,mbar,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/065/GCA_000970065.1_ASM97006v1
Methanosarcina_barkeri_3,T04533,mbak,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/305/GCA_000970305.1_ASM97030v1
Methanosarcina_acetivorans,T00080,mac,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/345/GCA_000007345.1_ASM734v1
Methanosarcina_mazei_Go1,T00082,mma,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/007/065/GCA_000007065.1_ASM706v1
Methanosarcina_mazei_Tuc01,T02477,mmaz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/341/715/GCA_000341715.1_ASM34171v1
Methanosarcina_mazei_S-6,T04532,mmj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/205/GCA_000970205.1_ASM97020v1
Methanosarcina_mazei_C16,T04626,mmac,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/245/GCA_000970245.1_ASM97024v1
Methanosarcina_vacuolata,T03815,mvc,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/905/GCA_000969905.1_ASM96990v1
Methanosarcina_sp._Kolksee,T03821,mek,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/945/GCA_000969945.1_ASM96994v1
Methanosarcina_lacustris,T03822,mls,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/265/GCA_000970265.1_ASM97026v1
Methanosarcina_sp._MTP4,T03850,metm,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/045/GCA_000970045.1_ASM97004v1
Methanosarcina_sp._WH1,T03851,mef,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/005/GCA_000970005.1_ASM97000v1
Methanosarcina_sp._WWM596,T03852,meq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/965/GCA_000969965.1_ASM96996v1
Methanosarcina_siciliae_C2J,T03863,msj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/145/GCA_000970145.1_ASM97014v1
Methanosarcina_siciliae_HI350,T03864,msz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/125/GCA_000970125.1_ASM97012v1
Methanosarcina_siciliae_T4,T03865,msw,M/https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/085/GCA_000970085.1_ASM97008v1
Methanosarcina_thermophila_TM-1,T03892,mthr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/885/GCA_000969885.1_ASM96988v1
Methanosarcina_thermophila_CHTI-55,T03891,mthe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/969/925/GCA_000969925.1_ASM96992v1
Methanosarcina_horonobensis,T03933,mhor,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/285/GCA_000970285.1_ASM97028v1
Methanosarcina_flavescens,T05666,mfz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/304/615/GCA_001304615.2_ASM130461v2
Methanococcoides_burtonii,T00341,mbu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/725/GCA_000013725.1_ASM1372v1
Methanococcoides_methylutens,T03913,mmet,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/970/325/GCA_000970325.1_ASM97032v1
Methanococcoides_orientis,T08012,melo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/184/045/GCA_021184045.1_ASM2118404v1
Methanohalophilus_mahii,T01211,mmh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/025/865/GCA_000025865.1_ASM2586v1
Methanohalophilus_halophilus,T04572,mhaz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/889/405/GCA_001889405.1_ASM188940v1
Methanohalobium_evestigatum,T01261,mev,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/655/GCA_000196655.1_ASM19665v1
Methanosalsum_zhilinae,T01541,mzh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/217/995/GCA_000217995.1_ASM21799v1
Methanolobus_psychrophilus,T02280,mpy,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/306/725/GCA_000306725.1_ASM30672v1
Methanolobus_zinderi,T06665,mzi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/388/255/GCA_013388255.1_ASM1338825v1
Methanomethylovorans_hollandica,T02418,mhz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/328/665/GCA_000328665.1_ASM32866v1
Methanothrix_thermoacetophila,T00417,mtp,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/014/945/GCA_000014945.1_ASM1494v1
Methanothrix_soehngenii,T01468,mcj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/204/415/GCA_000204415.1_ASM20441v1
Methanothrix_harundinacea,T01990,mhi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/235/565/GCA_000235565.1_ASM23556v1
Methanospirillum_hungatei,T00325,mhu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/013/445/GCA_000013445.1_ASM1344v1
Methanospirillum_sp._J.3.6.1-F.2.7.3,T07306,mrtj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/502/485/GCA_018502485.1_ASM1850248v1
Methanocorpusculum_labreanum,T00472,mla,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/765/GCA_000015765.1_ASM1576v1
Methanoculleus_marisnigri,T00477,mem,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/015/825/GCA_000015825.1_ASM1582v1
Methanoculleus_bourgensis_MS2,T02189,mbg,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/304/355/GCA_000304355.2_Mb_MS2
Methanoculleus_bourgensis_MAB1,T04314,mema,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/036/045/GCA_900036045.1_Methanoculleus_sp_MAB1
Methanoculleus_chikugoensis,T07488,mchk,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/669/965/GCA_019669965.1_ASM1966996v1
Methanoculleus_submarinus,T08553,msum,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/025/914/035/GCA_025914035.1_ASM2591403v1
Methanolacinia_petrolearia,T01312,mpi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/147/875/GCA_000147875.1_ASM14787v1
Methanoplanus_endosymbiosus,T08358,mend,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/662/215/GCA_024662215.1_ASM2466221v1
Methanofollis_aquaemaris,T08618,maqe,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/357/525/GCA_017357525.1_ASM1735752v1
Methanogenium_organophilum,T08653,mou,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/684/035/GCA_026684035.1_ASM2668403v1
Methanomicrobium_antiquum,T08973,manq,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/633/915/GCA_029633915.1_ASM2963391v1
Methanoregula_boonei,T00578,mbn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/017/625/GCA_000017625.1_ASM1762v1
Methanoregula_formicica,T02392,mfo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/327/485/GCA_000327485.1_ASM32748v1
Methanosphaerula_palustris,T00823,mpl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/021/965/GCA_000021965.1_ASM2196v1
Methanocella_paludicola,T01142,mpd,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/005/GCA_000011005.1_ASM1100v1
Methanocella_conradii,T01774,mez,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/251/105/GCA_000251105.1_ASM25110v1
Methanocella_arvoryzae,T00526,rci,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/063/445/GCA_000063445.1_ASM6344v1
Halobacterium_salinarum_NRC-1,T00038,hal,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/006/805/GCA_000006805.1_ASM680v1
Halobacterium_salinarum_R1,T00662,hsl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/069/025/GCA_000069025.1_ASM6902v1
Halobacterium_salinarum_NRC-34001,T07949,hanr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/736/485/GCA_020736485.1_ASM2073648v1
Halobacterium_sp._DL1,T03878,hdl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/230/955/GCA_000230955.3_ASM23095v3
Halobacterium_hubeiense,T04202,hhb,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/488/575/GCA_001488575.1_Halobacterium_hubeiense_JI20-1
Halobacterium_sp._GSL-19,T07117,hags,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/917/855/GCA_016917855.1_ASM1691785v1
Halobacterium_sp._BOL4-2,T07284,habo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/917/835/GCA_016917835.3_ASM1691783v3
Halobacterium_noricense,T07823,hno,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/233/435/GCA_021233435.1_ASM2123343v1
Halobacterium_litoreum,T07867,hlu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/233/415/GCA_021233415.1_ASM2123341v1
Halalkalicoccus_jeotgali,T01271,hje,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/196/895/GCA_000196895.1_ASM19689v1
Halodesulfurarchaeum_formicicum_HTSR1,T04517,halh,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/767/315/GCA_001767315.1_ASM176731v1
Halodesulfurarchaeum_formicicum_HSR6,T04550,hhsr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/886/955/GCA_001886955.1_ASM188695v1
Halanaeroarchaeum_sulfurireducens_HSR2,T03927,hsu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/011/115/GCA_001011115.1_ASM101111v1
Halanaeroarchaeum_sulfurireducens_M27-SA2,T04261,hsf,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/305/655/GCA_001305655.1_ASM130565v1
Salarchaeum_sp._JOR-1,T06128,salr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/833/275/GCA_007833275.1_ASM783327v1
Halarchaeum_sp._CBA1220,T06674,halr,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/721/175/GCA_003721175.2_ASM372117v2
Halocatena_salina,T08090,haad,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/115/355/GCA_023115355.1_ASM2311535v1
Halorussus_sp._XZYJT49,T08097,halx,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/238/205/GCA_023238205.1_ASM2323820v1
Halorussus_sp._XZYJT40,T08255,haxz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/238/445/GCA_023238445.1_ASM2323844v1
Salinarchaeum_sp._Harcht-Bsk1,T02693,sali,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/403/645/GCA_000403645.1_ASM40364v1
Salinarchaeum_sp._IM2453,T07444,saim,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/693/215/GCA_019693215.1_ASM1969321v1
Natranaeroarchaeum_sulfidigenes,T07875,hara,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/094/485/GCA_017094485.1_ASM1709448v1
Haloarcula_marismortui,T00211,hma,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/011/085/GCA_000011085.1_ASM1108v1
Haloarcula_hispanica_ATCC_33960,T01597,hhi,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/223/905/GCA_000223905.1_ASM22390v1
Haloarcula_hispanica_N601,T02949,hhn,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/504/565/GCA_000504565.2_ASM50456v2
Haloarcula_sp._CBA1115,T03645,hab,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/827/835/GCA_000827835.1_ASM82783v1
Haloarcula_taiwanensis,T05292,hta,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/844/335/GCA_002844335.1_ASM284433v1
Haloarcula_sp._JP-L23,T06489,halj,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/602/445/GCA_011602445.1_ASM1160244v1
Haloarcula_sinaiiensis,T07272,hsin,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/200/015/GCA_018200015.1_ASM1820001v1
Natronomonas_pharaonis,T00279,nph,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/026/045/GCA_000026045.1_ASM2604v1
Natronomonas_moolapensis,T02478,nmo,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/591/055/GCA_000591055.1_ASM59105v1
Natronomonas_halophila,T07279,nho,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/391/085/GCA_013391085.1_ASM1339108v1
Natronomonas_salina,T07280,nsal,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/013/391/105/GCA_013391105.1_ASM1339110v1
Halorhabdus_utahensis,T00971,hut,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/945/GCA_000023945.1_ASM2394v1
Halorhabdus_tiamatea,T02781,hti,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/470/655/GCA_000470655.1_HATI1
Halorhabdus_sp._CBA1104,T06289,hala,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/009/690/625/GCA_009690625.1_ASM969062v1
Halomicrobium_mukohataei,T00982,hmu,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/023/965/GCA_000023965.1_ASM2396v1
Halomicrobium_mukohataei_JP60,T05947,halz,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/803/735/GCA_004803735.1_ASM480373v1
